SKU,ASIN,title,number,price,cost,akaji,takane,condition,conditionNote,trace,leadtime,amazon-fee,shipping-price,profit,add-delete
"=""250830-11-004""","=""B003WOKJQ6""","=""SONY 日本製 ビデオ用BD-RE 書換型 片面2層50GB 2倍速 スタンダード 単品 BNE2VCSJ2""",1,1980.0,550,924,0,11,"=""""",1.0,0.0,506,0,1474,nan
"=""250830-2-001""","=""B00S0NLVK2""","=""カシオ 電子辞書 エクスワード ビジネスモデル XD-K8500RD レッド コンテンツ170""",1,6480.0,3080,2393,0,2,"=""""",1.0,0.0,1025,0,2613,nan
"=""250830-2-008-Q4""","=""B00739MQTO""","=""くもんのジグソーパズル STEP1 だいすき どうぶつ JP-11""",1,3680.0,550,2240,0,2,"=""""",1.0,0.0,890,0,2790,nan
"=""250830-2-009""","=""B00NKXDCAO""","=""くもん出版 ぴったりしきつめかずパズル100""",1,3500.0,1100,1550,0,2,"=""""",1.0,0.0,850,0,2650,nan
"=""250830-2-011""","=""B07D7S1W2B""","=""学研 学研の遊びながらよくわかる 木製パズル日本地図(対象年齢:5歳以上)83809""",1,3380.0,1100,1394,0,2,"=""""",1.0,0.0,886,0,2494,nan
"=""250830-2-017-Q4""","=""B07SGDXB4Y""","=""騎士竜戦隊リュウソウジャー リュウソウゴールド 最強竜装セット-DXモサチェンジャー&モサブレード-""",1,5742.0,3190,2508,0,2,"=""""",1.0,0.0,1145,0,1548,nan
"=""250830-2-020-Q4""","=""B06X9L3HHT""","=""リカちゃん わんにゃんトリマー にぎやかペットショップ""",1,6480.0,550,4240,0,2,"=""""",1.0,0.0,1316,0,5075,nan
"=""250830-2-021-Q4""","=""B01GRMZM3E""","=""ウルトラマンオーブ DXオーブスラッガーランス""",1,4580.0,1650,1802,0,2,"=""""",1.0,0.0,1216,0,3364,nan
"=""250830-2-023""","=""B00MEBKOZ4""","=""パナソニック 目もとエステ（ピンク調）Panasonic リフレタイプ EH-SW30 の限定モデル EH-CSW30-P""",1,3747.0,1760,1110,0,2,"=""""",1.0,0.0,878,0,2869,nan
"=""250830-2-024""","=""B000VLE0ZO""","=""CYBER・D端子ケーブル (PSP-2000/3000用) [video game]""",1,1480.0,110,729,0,2,"=""""",1.0,0.0,628,0,816,nan
"=""250830-2-026-Q4""","=""B006OVJ0IC""","=""仮面ライダーフォーゼ 指紋認証ブレス DXメテオギャラクシー""",1,4500.0,1760,1760,4500,2,"=""""",1.0,0.0,980,0,3520,nan
"=""250830-2-028-Q3""","=""B00LZKBSDC""","=""【正規代理店商品】 エルゴベビー　Ergobaby　エルゴベビー・インファントインサート２　パフォーマンス　クールメッシュ　グレー""",1,1998.0,220,965,0,2,"=""""",1.0,0.0,815,0,1059,nan
"=""250830-2-031-Q4""","=""B0030UZIU4""","=""仮面ライダーW (ダブル) メモリガジェットシリーズ04 ビートルフォン""",1,6342.0,2200,3100,0,2,"=""""",1.0,0.0,1182,0,3256,nan
"=""250830-2-032-Q4""","=""B0087BJIKW""","=""特命戦隊ゴーバスターズ バスターギアシリーズ05 モーフィンブラスター""",1,5500.0,1100,3310,0,2,"=""""",1.0,0.0,1090,0,4410,nan
"=""250830-2-034""","=""B072F9PHFL""","=""エレコム WiFi 無線LAN ルーター 親機 11ac/n/a/g/b 867+300Mbps 有線Giga 接続推奨15台 デュアルコアCPU ビームフォーミングZ WRC-1167GHBK2-S""",1,1970.0,550,904,0,2,"=""""",1.0,0.0,702,0,790,nan
"=""250830-2-035""","=""B006WEOYUU""","=""NEC Aterm WR8750N[HPモデル] PA-WR8750N-HP""",1,3168.0,550,1785,3168,2,"=""""",1.0,0.0,834,0,2334,nan
"=""250830-2-038-Q4""","=""B00SXTKKIM""","=""手裏剣戦隊ニンニンジャー 開口忍砲 ガマガマ銃""",1,2580.0,880,1554,0,2,"=""""",1.0,0.0,769,0,1024,nan
"=""250830-3-016-Q4""","=""B00N7AU5RS""","=""仮面ライダードライブ DXドライブドライバー & シフトカーホルダースペシャルセット""",1,6600.0,1650,3692,6600,3,"=""""",1.0,0.0,1329,0,5271,nan
"=""250830-3-037-Q4""","=""B00OGWTNFQ""","=""トミカ ハイパーブルーポリス02 ソニックブレイカー""",1,4580.0,1650,1218,0,3,"=""""",1.0,0.0,1018,0,2103,nan
"=""250906-1-007""","=""B00AIC0NWA""","=""ショップジャパン(SHOP JAPAN) スピードスライサー スバヤイサー TRSP-DM1 SPS-8WS3【正規品】""",1,3445.0,770,1622,0,1,"=""""",1.0,0.0,1054,0,2391,nan
"=""250906-1-011""","=""B07J9YL67R""","=""ELECOM ステレオミニジャック変換ケーブル Lightning/φ3.5mm 長さ0.1m シルバー MPA-L35DS01SV""",1,2200.0,110,1530,0,1,"=""""",1.0,0.0,560,0,1640,nan
"=""250906-1-023-Q4""","=""B00OEMAT7Y""","=""タカラトミー(TAKARA TOMY) 【タカラトミー】プラレール　湘南モノレール　5000系　レッドライン　セット""",1,12000.0,6600,3548,0,1,"=""""",1.0,0.0,1923,0,10077,nan
"=""250906-1-024""","=""B00BBNP104""","=""カール事務器 鍵収納 キーボックス コンパクト 68個吊 CKB-C68-I""",1,5200.0,1650,2178,0,1,"=""""",1.0,0.0,1372,0,3828,nan
"=""250906-1-035""","=""B000AW2JQG""","=""東芝 ネオボールZリアル 電球形蛍光ランプ 電球60ワットタイプ 昼光色 EFA15ED/12-R 口金直径26mm""",1,1500.0,110,791,0,1,"=""""",1.0,0.0,599,0,901,nan
"=""250906-1-043""","=""B003N3VHXK""","=""シービージャパン シリコンスチーマー オレンジ オーバル型 電子レンジ調理 fleur""",1,2500.0,550,1052,0,1,"=""""",1.0,0.0,898,0,1602,nan
"=""250906-1-044""","=""B002CTJ8FK""","=""SLIK 三脚 F153 3段 ファミリー向け 214916""",1,4980.0,1430,2378,0,1,"=""""",1.0,0.0,1260,0,3720,nan
"=""250906-11-005-Q4""","=""B071XP4QQX""","=""シルバニアファミリー お家 【 赤い屋根の大きなお家 】 ハ-48 STマーク認証 3歳以上 おもちゃ ドールハウス Sylvanian Families エポック社 EPOCH""",1,11200.0,5500,3687,0,11,"=""""",1.0,0.0,2207,0,8993,nan
"=""250906-11-006""","=""B09G91RX62""","=""【純正品】シャープ FU-NC01/PC01用 交換用集じん・脱臭一体型フィルター FZ-N15SF""",1,2574.0,550,1286,0,11,"=""""",1.0,0.0,738,0,1836,nan
"=""250906-11-008""","=""B0009RFPOA""","=""日本ロックサービス(Nihon Lock Service) らくらくロック5 DS-RA-2U""",1,5519.0,330,3960,0,11,"=""""",1.0,0.0,1229,0,4290,nan
"=""250906-11-010""","=""B002DYZL3W""","=""洋服たたみボード クイックプレス DFQ003""",1,1881.0,330,923,0,11,"=""""",1.0,0.0,628,0,1253,nan
"=""250906-11-037""","=""B010FHLPNI""","=""オーム電機 照明リモコン LEDシーリングライト用 [OCR-LEDR2] OCR-LEDR2 ホワイト""",1,2700.0,110,1975,0,11,"=""""",1.0,0.0,615,0,2085,nan
"=""250906-11-040-Q4""","=""B07VBLB99N""","=""タカラトミー(TAKARA TOMY) リカちゃん 浴衣 東京2020 オリンピックエンブレム""",1,5698.0,2090,2516,0,11,"=""""",1.0,0.0,1092,0,4606,nan
"=""250906-11-042""","=""B00BCZ3JT6""","=""エーワン インクジェット プリンタ ラベル シール 光沢 フィルム 透明 1 面 付 10 シート 入 n 28791""",1,1777.0,550,616,0,11,"=""""",1.0,0.0,612,0,1165,nan
"=""250906-2-001-Q4""","=""B09JK1HS7X""","=""[バンダイ] 仮面ライダーリバイス 変身ベルト DXツーサイドライバー""",1,5900.0,2200,2537,0,2,"=""""",1.0,0.0,1163,0,4737,nan
"=""250906-2-002-Q4""","=""B00B1K3T10""","=""シルバニアファミリー お家 はじめてのシルバニアファミリー DH-05""",1,4980.0,1078,1912,4980,2,"=""""",1.0,0.0,1260,0,3720,nan
"=""250906-2-003-Q4""","=""B075XPR2TB""","=""トミカ ディズニーモータース グランドドリームキャリー""",1,8300.0,2200,4673,0,2,"=""""",1.0,0.0,1427,0,6873,nan
"=""250906-2-004""","=""B01N27P6EJ""","=""カシオ ラベルライター ネームランド コンパクトモデル KL-P40-WE アダプター付セット KL-P4SET (3.5mm-18mm幅)""",1,6300.0,3300,1981,0,2,"=""""",1.0,0.0,1019,0,5281,nan
"=""250906-2-013-Q4""","=""B00SXTKXT8""","=""手裏剣戦隊ニンニンジャー シュリケン合体 DXシュリケンジン""",1,6463.0,3190,4162,6463,2,"=""""",1.0,0.0,1225,0,2048,nan
"=""250906-2-015-Q4""","=""B0834HMG3B""","=""仮面ライダーゼロワン DXサウザンドジャッカー""",1,2580.0,990,792,0,2,"=""""",1.0,0.0,798,0,1782,nan
"=""250906-2-017""","=""B00VCF77T4""","=""ぽぽちゃん お道具 ぽぽちゃん・ちいぽぽちゃんの お洗たくごっこPlus アイロン＆お洗たくカゴつき""",1,3500.0,1430,1171,0,2,"=""""",1.0,0.0,899,0,2601,nan
"=""250906-2-018-Q4""","=""B01G175WBW""","=""セガフェイブ (SEGA FAVE) アンパンマン ボールがとびだす! はしるよポンポンSLマン""",1,4780.0,1430,2184,4780,2,"=""""",1.0,0.0,1040,0,3740,nan
"=""250906-2-019""","=""B06W546NBV""","=""EX-word CASIO(カシオ) セール対象品 エクスワード XD-JTY6030BK ブラック (ジャパネットモデル)""",1,6300.0,2178,3113,0,2,"=""""",1.0,0.0,1009,0,5291,nan
"=""250906-2-026""","=""4844367560""","=""自律神経を整えるスクラッチアート なごみの和柄 ([バラエティ]) 四方 彩子""",1,2980.0,550,1466,0,2,"=""""",1.0,0.0,964,0,2016,nan
"=""250906-2-028-Q4""","=""B0B9RDJHMW""","=""仮面ライダーギーツ DXゾンビレイズバックル&レイズバックルホルダー""",1,3300.0,1100,1372,0,2,"=""""",1.0,0.0,828,0,2472,nan
"=""250906-2-029-Q4""","=""B08F5TSFD6""","=""[バンダイ] 仮面ライダーセイバー 変身ベルト DX聖剣ソードライバー&水勢剣流水エンブレム&ライオン戦記ワンダーライドブック""",1,5680.0,2200,2180,0,2,"=""""",1.0,0.0,1440,0,4240,nan
"=""250906-2-030""","=""B00HWJDWMK""","=""BUFFALO【iphone6 対応】11ac/n/a/b/g 無線LAN親機(Wi-Fiルーター)エアステーション QRsetup ハイパワー 866+300Mbps WHR-1166DHP (利用推奨環境3人・3LDK・2階建て)""",1,2480.0,330,1392,0,2,"=""""",1.0,0.0,758,0,1722,nan
"=""250906-2-032-Q4""","=""B001NJI3LK""","=""仮面ライダーディケイド 変身ベルト DXディケイドライバー""",1,7405.0,3300,2825,0,2,"=""""",1.0,0.0,1280,0,6125,nan
"=""250906-2-033-Q3""","=""B00LZKBSDC""","=""【正規代理店商品】 エルゴベビー　Ergobaby　エルゴベビー・インファントインサート２　パフォーマンス　クールメッシュ　グレー""",1,2480.0,550,1036,0,2,"=""""",1.0,0.0,894,0,1586,nan
"=""250906-2-034-Q3""","=""B00LZKBP4Y""","=""Ergobaby 【正規代理店商品】 エルゴベビー インファントインサートII パフォーマンス クールメッシュ ナチュラル""",1,3480.0,770,1651,0,2,"=""""",1.0,0.0,1059,0,2421,nan
"=""250913-1-014""","=""B0034IDGDI""","=""Canon 電子辞書 wordtank IDP-610J""",1,2400.0,550,1321,0,1,"=""""",0.0,0.0,529,0,1321,nan
"=""250913-1-018""","=""B00011UYQS""","=""ソニー コンデンサーマイク モノラル/ビジネス用 ホルダークリップ付属 ECM-C10""",1,4380.0,1100,2364,0,1,"=""""",0.0,0.0,916,0,2364,nan
"=""250913-1-024""","=""B00VVTABA8""","=""PLANTOYS 5539 コンストラクションセット40""",1,5000.0,550,3415,0,1,"=""""",0.0,0.0,1064,0,3386,nan
"=""250913-1-033-Q4""","=""B08DD2V5HS""","=""トミカ アースグランナー EG04 アースグランナー バッファゲータ""",1,7980.0,2200,4388,0,1,"=""""",0.0,0.0,1392,0,4388,nan
"=""250913-1-035-Q4""","=""B0007Z9XOW""","=""トミカ JOMO石油ガソリンスタンド""",1,15000.0,3300,9565,0,1,"=""""",0.0,0.0,2135,0,9565,nan
"=""250913-11-001""","=""B00P2CP5MO""","=""テンヨー(Tenyo) 【日本製】 パズルフレーム ディズニー ステンドアート専用 ぎゅっと266ピース用 ホワイト (18.2x25.7cm) 金モール仕様 置き飾り用スタンド付 DISNEYホログラムエンブレムプレート付""",1,3300.0,880,1739,0,11,"=""""",0.0,0.0,681,0,1739,nan
"=""250913-11-002""","=""B0007TXTA2""","=""FUJIFILM instax 「Pivi」 PIVI P5 デジタルモバイルプリンターPivi専用フイルム 5本パック""",1,4000.0,1320,1894,0,11,"=""""",0.0,0.0,786,0,1894,nan
"=""250913-2-005""","=""B0012C8IBS""","=""CASIO Ex-word 電子辞書 XD-SP4800 85コンテンツ高校生学習 ネイティブ+7ヶ国TTS音声対応 メインパネル+手書きパネル搭載モデル""",1,3799.0,1100,1206,3799,2,"=""""",0.0,0.0,799,0,1900,nan
"=""250913-2-007""","=""B07VQFV89B""","=""バッファロー WSR-1166DHP4-WH 無線LAN親機 11ac/n/a/g/b 866+300Mbps ホワイト""",1,3300.0,550,1902,0,2,"=""""",0.0,0.0,848,0,1902,nan
"=""250913-2-008""","=""B002WJID4W""","=""パナソニック DVDバーナー VW-BN2-S""",1,4480.0,1000,2502,0,2,"=""""",0.0,0.0,978,0,2502,nan
"=""250913-2-012""","=""B001DDGIAO""","=""CASIO Ex-word 電子辞書 XD-SP6700 100コンテンツ多辞書 ネイティブ+7ヶ国TTS音声対応 メインパネル+手書きパネル搭載 モデル""",1,2925.0,990,1213,0,2,"=""""",0.0,0.0,722,0,1213,nan
"=""250913-2-017""","=""B003114OPC""","=""CASIO Ex-word 電子辞書 XD-A8500PK ピンク 多辞書総合モデル ツインタッチパネル 音声対応 130コンテンツ 日本文学300作品/世界文学100作品収録 Blanview (ブランビュー) カラー液晶搭載""",1,5400.0,1100,3370,0,2,"=""""",0.0,0.0,930,0,3370,nan
"=""250913-2-019""","=""B003114OMU""","=""CASIO Ex-word 電子辞書 XD-A4800WE ホワイト 高校生学習モデル ツインタッチパネル 音声対応 120コンテンツ 日本文学300作品/世界文学100作品収録 Blanview (ブランビュー)カラー液晶搭載""",1,3500.0,1100,1716,3500,2,"=""""",0.0,0.0,773,0,1627,nan
"=""250913-2-020""","=""B07G7ZPS59""","=""ツインバード ハンディースチーマー SA-4096W ホワイト""",1,3480.0,1100,1512,0,2,"=""""",0.0,0.0,868,0,1512,nan
"=""250913-2-021-Q4""","=""B078KK8D9V""","=""快盗戦隊ルパンレンジャーVS警察戦隊パトレンジャー ダブル変身銃 DX VSチェンジャー パトレン1号セット""",1,4500.0,1650,1841,0,2,"=""""",0.0,0.0,1009,0,1841,nan
"=""250913-2-022-Q4""","=""B0736PZQTF""","=""宇宙戦隊キュウレンジャー　究極ギャラクシーセット""",1,6400.0,2750,3848,6400,2,"=""""",0.0,0.0,1519,0,2131,nan
"=""250913-2-023-Q4""","=""B004L63EHU""","=""海賊戦隊ゴーカイジャー レンジャーキーシリーズ ゴーカイサーベル""",1,5180.0,2200,3173,5180,2,"=""""",0.0,0.0,1282,0,1698,nan
"=""250913-2-026-Q4""","=""B0736PZQTF""","=""宇宙戦隊キュウレンジャー　究極ギャラクシーセット""",1,6900.0,2090,3107,6900,2,"=""""",0.0,0.0,1574,0,3236,nan
"=""250913-2-029""","=""B07J35TBJY""","=""NEC Aterm 無線LAN Wi-Fiルーター/ dual_band AC1800(11ac対応) 1300+450Mbps WG1800HP4 PA-WG1800HP4""",1,3465.0,990,1657,3465,2,"=""""",0.0,0.0,867,0,1608,nan
"=""250913-2-030""","=""B084KXXZV8""","=""WN-DX1167GR 360コネクト搭載867Mbps対応メッシュWi-Fiルーター""",1,2780.0,550,1439,0,2,"=""""",0.0,0.0,791,0,1439,nan
"=""250913-2-031""","=""B07PWVT4M9""","=""WN-SX300FR 360コネクト対応300Mbps Wi-Fiルーター""",1,2724.0,550,1409,0,2,"=""""",0.0,0.0,764,0,1410,nan
"=""250913-2-032""","=""B08GM1GVGB""","=""ディズニー おしりふりふり ウォーカーピアノ くまのプーさん""",1,6500.0,2750,2254,0,2,"=""""",0.0,0.0,1690,0,2060,nan
"=""250913-3-003""","=""B000EPVVUE""","=""CASIO デジタルカメラ EX-Z850 EXILIM ZOOM""",1,8500.0,3300,4150,8500,2,"=""""",0.0,0.0,1233,0,3967,nan
"=""250913-3-004""","=""B005GLY4JQ""","=""CASIO Ex-word 電子辞書 一般・総合モデル(ビジネス) XD-B8600 ブラック XD-B8600BK""",1,5710.0,1100,1705,5710,2,"=""""",0.0,0.0,958,0,3652,nan
"=""250920-1-025""","=""B001RB1WWG""","=""コンビ ニオイ・クルルンポイ 紙おむつ処理ポット用 スペアカセット 3個パック""",1,3200.0,990,1168,0,1,"=""""",0.0,0.0,1042,0,1168,nan
"=""250920-1-032-Q4""","=""B08BTXCJ4J""","=""タカラトミー『 トミカ トンネルくぐって! やまのぼりドライブ 』 ミニカー 車 おもちゃ 男子用 3歳以上 玩具安全基準合格 STマーク認証 TOMICA TAKARA TOMY""",1,9386.0,3190,4632,0,1,"=""""",0.0,0.0,1636,0,4560,nan
"=""250920-11-008""","=""B0BM3XQJ1L""","=""パナソニック(Panasonic) LED ダウンライト テクニカル照明 器具本体 (電源ユニット別売) DL60~250形 Φ150 拡散 50K NDN28605W""",1,2970.0,880,1115,0,11,"=""""",0.0,0.0,976,0,1114,nan
"=""250920-11-015""","=""4299037650""","=""お湯を注ぐだけで袋麺が作れる! 保温力が高い二重構造ラーメンどんぶり BOOK (バラエティ) 宝島社""",1,4400.0,858,2177,0,11,"=""""",0.0,0.0,1365,0,2177,nan
"=""250920-11-021""","=""B084H6PKZT""","=""Bumbo バンボベビーソファー【正規総輸入元】後から付けられる専用腰ベルト入り サクラピンク 4か月~""",1,9576.0,3950,3265,0,11,"=""""",0.0,0.0,2555,0,3071,nan
"=""250920-2-001-Q4""","=""B0C9PJ4ZQJ""","=""[バンダイ] DXブジンソードバックル""",1,7800.0,3850,2607,0,2,"=""""",0.0,0.0,1343,0,2607,nan
"=""250920-2-002-Q4""","=""B0BLTVTX4M""","=""[バンダイ] 仮面ライダーギーツ DXコマンドツインバックル&レイジングソード(メーカー特典:仮面ライダータイクーンコアID つき)""",1,5980.0,2200,2608,0,2,"=""""",0.0,0.0,1172,0,2608,nan
"=""250920-2-003-Q4""","=""B0046XR6JA""","=""トミカ ハイパーレスキュー 訓練ベース""",1,4500.0,1650,1870,0,2,"=""""",0.0,0.0,980,0,1870,nan
"=""250920-2-004-Q4""","=""B00EVJRL3A""","=""バンダイ(BANDAI) 仮面ライダー鎧武 (ガイム) 変身ベルト DX戦極ドライバー 仮面ライダー鎧武&バロンセット""",1,5200.0,2530,1584,0,2,"=""""",0.0,0.0,1086,0,1584,nan
"=""250920-2-005""","=""B00S99V2CY""","=""くもん出版 絵あわせ きしゃポッポ あいうえお~ひらがな~ EK-10""",1,2480.0,330,1392,0,2,"=""""",0.0,0.0,758,0,1392,nan
"=""250920-2-006-Q4""","=""B07P5FRMHL""","=""トミカ バッグに収納! ドキドキアスレチックサファリ""",1,6500.0,550,1376,6500,2,"=""""",0.0,0.0,1530,0,4420,nan
"=""250920-2-011-Q4""","=""B01G81IPEW""","=""アンパンマン よくばりGO! GO! ハンドル (リニューアル)""",1,5500.0,2090,2291,0,2,"=""""",0.0,0.0,1119,0,2291,nan
"=""250920-2-016""","=""B001MT4T82""","=""カール事務器 ルーズリーフパンチ ゲージパンチ B5/26穴 穴あけ枚数5枚 GP-26-B""",1,2356.0,638,864,0,2,"=""""",0.0,0.0,853,0,865,nan
"=""250920-2-017""","=""B07H31L3SC""","=""ずっと ぎゅっと レミン&ソラン あそびひろがる! おおきなゆめみるおうち""",1,7980.0,2720,3850,7980,2,"=""""",0.0,0.0,1481,0,3779,nan
"=""250920-2-018""","=""B071CWZRSQ""","=""BUFFALO バッファロー WiFi 無線LAN ルーター WHR-1166DHP4 11ac ac1200 866+300Mbps デュアルバンド 3LDK 2階建向け 【iPhone8/iPhoneX/iPhoneXS/Amazon Echo メーカー動作確認済み】""",1,2277.0,330,1212,0,2,"=""""",0.0,0.0,736,0,1211,nan
"=""250920-2-026-Q4""","=""B000OXENQ0""","=""ウルトラマンメビウス ウルトラヒーローシリーズ2006 07 ウルトラマンメビウスフェニックスブレイブ""",1,3500.0,1430,1230,0,2,"=""""",0.0,0.0,840,0,1230,nan
"=""250920-2-028""","=""B0848WHRGT""","=""新幹線変形ロボ シンカリオン DXS シンカリオン ハローキティ""",1,7980.0,2398,3272,7980,2,"=""""",0.0,0.0,1392,0,4190,nan
"=""250920-2-029""","=""B00ZCA6BW4""","=""3・4年生の小学生ピタゴラス""",1,2980.0,858,1309,0,2,"=""""",0.0,0.0,813,0,1309,nan
"=""250920-2-030""","=""B01ET1L33I""","=""Ergobaby(エルゴベビー) インファントインサートIII (新生児 対面抱き用) [正規代理店] 抱っこ紐用 赤ちゃんの自然な姿勢を支えるクッション (ベビーキャリアと一体化) ナチュラル CKEGIIANATV3""",1,2180.0,550,756,0,2,"=""""",0.0,0.0,874,0,756,nan
"=""250920-3-007-Q4""","=""B07CJ9XXSD""","=""トミカ タウンどうろセット (シール、背景ボード、レイアウトブック)""",1,4280.0,550,1196,4280,3,"=""""",0.0,0.0,985,0,2745,nan
"=""250928-1-004""","=""B007YMUBLU""","=""東芝 30形丸形蛍光灯・昼光色【2本セット】メロウZ FCL30EX-D/28-Z-2PN""",1,3346.0,110,2383,0,1,"=""""",0.0,0.0,854,0,2492,nan
"=""250928-1-012""","=""B01GZU9DUQ""","=""パナソニック 二重環形蛍光灯(FHD) 100形 クール色 昼光色 97W ツインパルックプレミア FHD100ECWL""",2,6980.0,770,4767,0,1,"=""""",0.0,0.0,1583,0,5397,nan
"=""250928-1-014""","=""B002FCTPX4""","=""クックジョイ 餃子メーカー くるりんパオ!""",1,3200.0,330,2033,0,1,"=""""",0.0,0.0,837,0,2363,nan
"=""250928-1-021""","=""B00D2IAEVW""","=""コンビ 哺乳びん除菌ケース 除菌じょーずα バニラ""",1,2980.0,550,1424,0,1,"=""""",0.0,0.0,1006,0,1974,nan
"=""250928-1-030""","=""B08PCTVB6L""","=""バッファロー 2020年iPadAir用ハイブリッドマットレザーケースブラック BSIPD20109CHLBK""",1,3800.0,330,2692,0,1,"=""""",0.0,0.0,820,0,2980,nan
"=""250928-1-039""","=""B00Q5WO9J0""","=""レイメイ藤井 作品ファイル ブルー RS140A""",1,2200.0,330,883,0,1,"=""""",0.0,0.0,1075,0,795,nan
"=""250928-11-002""","=""B01JHRY5GG""","=""エプソン スーパーファイン紙 A3 100枚 KA3100SFR 00072996 【まとめ買い3冊セット】""",1,7384.0,1650,2613,7384,11,"=""""",0.0,0.0,1822,0,3912,nan
"=""250928-11-011""","=""B00P2CP5MO""","=""テンヨー(Tenyo) 【日本製】 パズルフレーム ディズニー ステンドアート専用 ぎゅっと266ピース用 ホワイト (18.2x25.7cm) 金モール仕様 置き飾り用スタンド付 DISNEYホログラムエンブレムプレート付""",2,2598.0,198,1796,0,11,"=""""",0.0,0.0,604,0,1994,nan
"=""250928-11-022-Q4""","=""B09282GDJR""","=""機界戦隊ゼンカイジャー 界賊変身 DXギアダリンガー""",1,3980.0,990,2038,0,11,"=""""",0.0,0.0,952,0,3028,nan
"=""250928-11-027""","=""B0813KMKP6""","=""エポック社 パズルフレーム クリスタルパネル キライエロー (38×53cm) (パネルNo.5-B) 専用スタンド付 パズル Frame 額縁""",2,2334.0,330,966,0,11,"=""""",0.0,0.0,1071,0,1263,nan
"=""250928-11-031-Q4""","=""B014KHTN0G""","=""リカちゃん ドール LD-16 おしゃべりリカちゃん お人形あそびデビューセット""",1,8800.0,3850,3468,0,11,"=""""",0.0,0.0,1482,0,3468,nan
"=""250928-11-032-Q4""","=""B01C812IEO""","=""リカちゃん ドール キラメイク つばさちゃん""",1,8400.0,4850,2141,0,11,"=""""",0.0,0.0,1409,0,2141,nan
"=""250928-11-035-Q4""","=""B071LSD92F""","=""リカちゃん ドール キラチェン さくらちゃん""",1,7980.0,3850,2767,0,11,"=""""",0.0,0.0,1363,0,2767,nan
"=""250928-11-036-Q4""","=""B000QQFG3E""","=""バンダイ(BANDAI) 携帯ゲーム てんしっちのたまごっち 【カラー：パールホワイト】""",3,4878.0,2750,1273,0,11,"=""""",0.0,0.0,855,0,1273,nan
"=""250928-11-037-Q4""","=""B00CNB3XK8""","=""バンダイ(BANDAI) たまごっち　メスっち　透明""",1,6980.0,2750,3007,0,11,"=""""",0.0,0.0,1223,0,3007,nan
"=""250928-11-038""","=""B000LP4XDO""","=""タンゲ化学工業 立つ湯たんぽ レディース&ベビー ピンク 2.0L 袋付き 400727""",1,3800.0,1100,1559,0,11,"=""""",0.0,0.0,1141,0,1559,nan
"=""250928-2-001""","=""B0000DJLOE""","=""BUFFALO 有線ルータ BBR-4MG BroadStation エントリーモデル""",1,1880.0,330,819,1880,2,"=""""",0.0,0.0,672,0,878,nan
"=""250928-2-003""","=""B0012C59PG""","=""CASIO Ex-word 電子辞書 XD-SP6600BS 100コンテンツ多辞書 ネイティブ+7ヶ国TTS音声対応 メインパネル+手書きパネル搭載 モデル""",1,6631.0,1650,3932,0,2,"=""""",0.0,0.0,1048,0,5583,nan
"=""250928-2-006""","=""B0042XAI4O""","=""SONY ウォークマン Eシリーズ [メモリータイプ] スピーカー付 2GB ブラック NW-E052K/B""",1,8800.0,1760,5811,0,2,"=""""",0.0,0.0,1229,0,7571,nan
"=""250928-2-007""","=""B004IX295Y""","=""パンダだらけ""",1,2950.0,990,1170,0,2,"=""""",0.0,0.0,790,0,2160,nan
"=""250928-2-010-Q4""","=""B089P75ZHS""","=""アガツマ(AGATSUMA) アンパンマン よくばりボックス 対象年齢8ヵ月以上""",2,5500.0,1078,3142,0,2,"=""""",0.0,0.0,1420,0,4080,nan
"=""250928-2-013""","=""B01F2YGFJS""","=""ぬくもりおとつみき""",1,2380.0,330,1323,0,2,"=""""",0.0,0.0,727,0,1653,nan
"=""250928-2-015""","=""B07J3G43L1""","=""エレコム WiFi 無線LAN ルーター 11ac ac2600 1733+800Mbps IPv6対応 トレンドマイクロセキュリティ 3階建/4LDK デュアルバンド WRC-2533GST2""",1,2800.0,330,1677,0,2,"=""""",0.0,0.0,793,0,2007,nan
"=""250928-2-017-Q4""","=""B00GRK5YG2""","=""アンパンマン やわらかアンパンマンごうパズル""",1,2980.0,1100,1067,0,2,"=""""",0.0,0.0,813,0,2167,nan
"=""250928-2-018""","=""B07CRDWZVQ""","=""ドリームレッスン ライト&オーケストラバイオリン ブルー(対象年齢:3歳以上)""",1,3445.0,1100,1452,3445,2,"=""""",0.0,0.0,894,0,1451,nan
"=""250928-2-019""","=""B07P5FXSN6""","=""こえだちゃん ハローキティ いちごのケーキ屋さん""",1,7000.0,3300,4285,7000,2,"=""""",0.0,0.0,1284,0,2416,nan
"=""250928-2-020-Q4""","=""B0843S4QMW""","=""ジョイパレット(JOYPALETTE) アンパンマン シューッとたけたよ! おしゃべりすいはんきと元気100ばい和食セット プラスチック""",1,3600.0,1430,2204,3600,2,"=""""",0.0,0.0,999,0,1171,nan
"=""250928-2-023-Q4""","=""B07WCT6YZ3""","=""仮面ライダーゼロワン 変身ベルト DX飛電ゼロワンドライバー""",1,4980.0,2090,2926,4980,2,"=""""",0.0,0.0,1062,0,1828,nan
"=""250928-2-024-Q4""","=""B01MTETPB6""","=""宇宙戦隊キュウレンジャー キュータマ合体01,03,05,07,09 DXキュウレンオー""",1,4356.0,1760,1603,0,2,"=""""",0.0,0.0,994,0,3362,nan
